row_number,title,detail_url,resource_id,contracting_authority,info,date_published,submission_deadline,procedure,status,notice_pdf_url,award_date,estimated_value,cycle
1959,8578 Supply of Insulated dry block joint kits,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2365675,2365675,Iarnród Eireann-Irish Rail,,Fri Sep 08 14:50:12 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2365675,,250000.0,1
1960,CFT 3475 - Multiparty Framework Agreement for Cleansing of Council owned lands and laneways within the administrative area of South Dublin County Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2377500,2377500,South Dublin County Council,,Fri Sep 08 12:52:07 IST 2023,Fri Sep 29 16:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2377500,,,1
1961,PQQ for the Establishment of a Panel for Business Advisors to the Food Works Programme participants,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2378578,2378578,Teagasc - the Agriculture and Food Development Authority,,Fri Sep 08 12:47:16 IST 2023,,Dynamic Purchasing System,Established,,Sat Apr 15 14:26:00 IST 2023,0.0,1
1962,23/036 - Cloud Solution Provider (CSP) for Microsoft licenses,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2354646,2354646,Gas Networks Ireland,,Thu Sep 07 14:54:08 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2354646,,,1
1963,Tender for the supply and delivery of Electrical Consumables to MTU Cork and Kerry,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2358760,2358760,Munster Technological University.,,Thu Sep 07 14:05:59 IST 2023,Wed Oct 11 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2358760,,,1
1964,21/003 - Lot 4 CNG Maintenance Services Only,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2337145,2337145,Gas Networks Ireland,,Wed Sep 06 16:14:42 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2337145,,,1
1965,Public Art Management and Curation Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2342455,2342455,Leitrim County Council_2136,,Wed Sep 06 15:58:56 IST 2023,Mon Oct 16 00:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2342455,,20000.0,1
1966,Limerick City and County Council Gas Boiler Annual Servicing Programme,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2360069,2360069,Limerick City and County Council_103432,,Tue Sep 05 16:19:19 IST 2023,Fri Nov 03 16:00:00 GMT 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2360069,,,1
1967,8308 QS for consultant arborist,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2359740,2359740,Iarnród Eireann-Irish Rail,,Tue Sep 05 15:22:47 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2359740,,,1
1968,CFT 3483 - Tender to Establish a Multi-Party Framework Agreement for Business Consultancy Services for SMEs for the Local Enterprise Office South Dublin,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2359577,2359577,South Dublin County Council,,Tue Sep 05 14:56:33 IST 2023,Tue Oct 03 16:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2359577,,,1
1969,"Single Party framework Agreement for the Provision of Licencing Management, Support, Development and Training Services for a Bentley MicroStation Computer Aided Design (CAD) System in use by Dublin Ci",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2327828,2327828,Dublin City Council,,Sat Sep 02 16:09:22 IST 2023,Tue Oct 03 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2327828,,,1
1970,QUALIFICATION SYSTEM FOR FIXED ROOFING GANTRIES,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2334102,2334102,Iarnród Eireann-Irish Rail,,Sat Sep 02 11:16:34 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2334102,,1000000.0,1
1971,QUALIFICATION SYSTEM FOR MOBILE ROOFING GANTRIES,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2333532,2333532,Iarnród Eireann-Irish Rail,,Sat Sep 02 10:53:27 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2333532,,1000000.0,1
1972,Single Operator Framework Agreement – Concession for Photography and Framing Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2332673,2332673,Atlantic Technological University,,Sat Sep 02 02:21:37 IST 2023,Fri Sep 29 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2332673,,,1
1973,DPS for the Provision of Library Databases,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2331830,2331830,Education Procurement Service (EPS),,Fri Sep 01 17:49:43 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2331830,,1.4E7,1
1974,"Single Party Framework Agreement for the Supply, Maintenance and Restocking of First Aid Kits (GALW/BUILD1558/2023 )",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2343698,2343698,University of Galway (ID 1400),,Fri Sep 01 14:35:46 IST 2023,Mon Sep 25 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2343698,,200000.0,1
1975,Provision of Branded Goods to Maynooth University,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2329974,2329974,Maynooth University,,Fri Sep 01 14:33:54 IST 2023,Mon Oct 02 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2329974,,400000.0,1
1976,PANEL Dublin City Council (Hugh Lane Gallery) Panel for Artists Guides and Lecturers 2023-2030,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2296421,2296421,Dublin City Council,,Wed Aug 30 18:34:49 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2296421,,2000000.0,1
1977,Single Supplier Framework for the Supply of Webcams,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2330743,2330743,Office of the Revenue Commissioners_366,,Wed Aug 30 15:43:34 IST 2023,Wed Sep 27 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2330743,,100000.0,1
1978,22/025 - High Pressure (HP) Fittings Qualification System,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1810656,1810656,Gas Networks Ireland,,Wed Aug 30 15:23:26 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
1979,Dynamic Purchasing System For General Survey Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1799393,1799393,Waterford City and County Council_103683,,Wed Aug 30 11:51:08 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,500000.0,1
1980,23/029 - A Qualification System for the Provision of Personal Protective Equipment (PPE) and Services to Uisce Éireann,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2308613,2308613,Uisce Éireann,,Wed Aug 30 09:08:58 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2308613,,,1
1981,Single Supplier Framework 3500KG HVO/Diesel Mini Sweeper with optional weeding and cleaning attachments,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2321783,2321783,Clare County Council,,Tue Aug 29 11:56:04 IST 2023,Tue Sep 19 16:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2321783,,150000.0,1
1982,FCC/308/23 - SSFA for Traffic Control Equipment Maintenance and Emergency General Works,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2316330,2316330,Fingal County Council_371,,Tue Aug 29 10:54:56 IST 2023,Wed Sep 20 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2316330,,,1
1983,Building Surveying Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2309539,2309539,Housing and Sustainable Communities Agency,,Sun Aug 27 15:34:14 IST 2023,Fri Sep 29 17:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2309539,,3600000.0,1
1984,Multi Party Framework Agreement for the Provision of Submersible water pumps to include the Service Maintenance and Repair for DCC Municipal fountains and waterfalls.,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2226348,2226348,Dublin City Council,,Sun Aug 27 14:30:20 IST 2023,Fri Sep 29 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2226348,,250000.0,1
1985,RFT 10/23DL Single Party Framework Agreement for the Supply of Heat and Operation and Maintenance of a Biomass Heating Installation at Atlantic Technological University Donegal,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2305639,2305639,Atlantic Technological University,,Sun Aug 27 12:43:52 IST 2023,Mon Sep 25 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2305639,,,1
1986,FSU072F Multi Supplier Framework for the Provision of Record Management Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2300980,2300980,The Office of Government Procurement,,Sat Aug 26 13:27:47 IST 2023,Mon Sep 25 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2300980,,2.0E7,1
1987,"HSE Ref: 22410 Dynamic Purchasing System Qualification for Furniture (Generic, Office and Robust)",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2294887,2294887,Health Service Executive (HSE),,Fri Aug 25 14:51:52 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2294887,,,1
1988,Tender for the supply of Irish Sign Language Interpreting Services to MTU,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2287000,2287000,Munster Technological University.,,Fri Aug 25 13:18:32 IST 2023,Fri Sep 29 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2287000,,,1
1989,CFT for Single operator framework for Provision of GP services to the Irish Prison Service – Castlerea Prison,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2293148,2293148,Irish Prison Service,,Fri Aug 25 09:09:52 IST 2023,Fri Sep 22 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2293148,,900000.0,1
1990,CFT 3478 - Tender for the Provision of Services for the Co-ordination and Delivery of the Bi Gnothach Student Enterprise Programme for the Local Enterprise Office South Dublin,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2300679,2300679,South Dublin County Council,,Thu Aug 24 12:37:18 IST 2023,Thu Sep 14 16:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2300679,,,1
1991,MH-HSG-23-09 Occupational Therapist Services for Meath County Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2299817,2299817,Meath County Council,,Thu Aug 24 12:19:35 IST 2023,Mon Sep 18 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2299817,,,1
1992,CFT 3473- Single Party Framework for Supply of Branded Promotional Goods and Merchandise,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2298156,2298156,South Dublin County Council,,Wed Aug 23 17:01:19 IST 2023,Wed Sep 13 16:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2298156,,,1
1993,Crawford Art Gallery - Multi-Party Framework Agreement for Off Site Art Storage Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2283347,2283347,Crawford Art Gallery,,Wed Aug 23 16:58:19 IST 2023,Wed Sep 27 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2283347,,800000.0,1
1994,Dynamic Purchasing System for the Supply of Agricultural Related Machinery,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1774237,1774237,Teagasc - the Agriculture and Food Development Authority,,Wed Aug 23 14:45:00 IST 2023,,Dynamic Purchasing System,Established,,Sat Apr 15 14:26:00 IST 2023,0.0,1
1995,8378 - Qualification System for Ground Investigation Works,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2282129,2282129,Iarnród Eireann-Irish Rail,,Wed Aug 23 13:21:58 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2282129,,1.0E7,1
1996,Crawford Art Gallery Multi-Party Framework Agreement for Transport and Art Handling Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2283809,2283809,Crawford Art Gallery,,Mon Aug 21 16:55:24 IST 2023,Wed Sep 27 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2283809,,250000.0,1
1997,Dynamic Purchasing System (DPS) for the Supply of Electricity to Public Sector Bodies in Ireland,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2054421,2054421,The Office of Government Procurement,,Mon Aug 21 15:52:32 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,3.0E9,1
1998,The provision of Short-Term Contracted Veterinary Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1774425,1774425,Department of Agriculture Food and the Marine,,Mon Aug 21 15:21:46 IST 2023,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,1.0E7,1
1999,Provision of Services for Lift Maintenance and Repair Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2281547,2281547,Clare County Council,,Mon Aug 21 12:31:01 IST 2023,Thu Sep 21 15:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2281547,,65000.0,1
2000,RFT for the provision of Lift Maintenance Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2273066,2273066,St. Vincent's University Hospital,,Sun Aug 20 12:56:38 IST 2023,Thu Oct 05 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2273066,,600000.0,1
2001,23/027 - Industrial and Commercial Meter Modules,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2261146,2261146,Gas Networks Ireland,,Sat Aug 19 16:59:45 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2261146,,,1
2002,Request for Applicants to Participate in the Establishment of a Panel for the Provision of Land Sourcing and Establishment Services from 2023 - 2033,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2227201,2227201,Coillte CGA,,Sat Aug 19 12:19:49 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2227201,,,1
2003,230816 Loose Furniture for Ard Patrick Establish Multi Supplier Framework of Loose Furniture Contractors (Lot 1) and Contract for Small One Off Purchases (Lot 2) for UCC,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2262243,2262243,University College Cork,,Fri Aug 18 16:54:49 IST 2023,Mon Sep 18 19:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2262243,,,1
2004,8470 - Qualification System for Roofing Renewals,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2262084,2262084,Iarnród Eireann-Irish Rail,,Fri Aug 18 16:31:36 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2262084,,,1
2005,Request for Tenders for the Development and Delivery of a QQI Certified Training Programme in Quality for Process Technicians,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2271558,2271558,Engineering Skillnet,,Fri Aug 18 14:54:24 IST 2023,Fri Sep 08 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2271558,,210000.0,1
2006,The Provision of Manned Security and Equine Supervision Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=2257505,2257505,Irish National Stud DAC,,Fri Aug 18 11:04:52 IST 2023,Wed Sep 20 12:00:00 IST 2023,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2257505,,440000.0,1
2007,23/031 - The Provision for the Design and Construct or Construction of High-Pressure (up to and including 85barg) Gas Transportation Infrastructure Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=2252941,2252941,Gas Networks Ireland,,Thu Aug 17 17:08:09 IST 2023,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=2252941,,,1
